Meal Choice,Meal Cost,Tourist_Country,Cities,is_canceled,lead_time,arrival_date_year,arrival_date_month,Quarters ,stays_in_weekend_nights,stays_in_week_nights,Total_Stay_Days,Adults,Children,Market_segment,Distribution_channel,Room Class,Room Cost ,Total Room Cost ,Deposit_type,days_in_waiting_list,customer_type,Reservation_status,Overall Cost,
Full Meal,300,USA  , Hyderabad,1,211,2021,July,0,1,1,2,2,0,Groups,TA/TO,F,500,1000,Non Refundable,2,Transient-Party,Canceled,1300,
Self Catering,200, Iran  , Kochi,0,211,2022,October,1,1,1,2,2,0,Groups,TA/TO,B,900,1800,Advance,2,Transient-Party,Check-Out,2000,
Full Meal,300, Norway  , Delhi,0,211,2021,March,1,1,1,2,2,0,Groups,TA/TO,C,800,1600,No Deposit ,4,Transient-Party,Canceled,1900,
No Meal,0, Nepal  , Jaipur,1,211,2022,January,1,1,1,2,2,0,Groups,TA/TO,A,1000,2000,No Deposit ,1,Transient-Party,No-Show,2000,
Half Meal,150, Spain  , Goa,1,211,2025,December,0,1,1,2,2,0,Groups,TA/TO,B,900,1800,No Deposit ,2,Transient-Party,No-Show,1950,
Half Meal,150, Iran  , Kochi,1,211,2021,June,1,1,1,2,2,0,Groups,TA/TO,D,700,1400,Refundable,4,Transient-Party,Canceled,1550,
No Meal,0, China  , Delhi,0,211,2025,December,1,1,1,2,2,0,Groups,TA/TO,C,800,1600,No Deposit ,3,Transient-Party,No-Show,1600,
Full Meal,300, Portugal  , Indore,0,211,2024,January,1,1,1,2,2,0,Groups,TA/TO,B,900,1800,Non Refundable,1,Transient-Party,Check-Out,2100,
Half Meal,150,USA  , Ahmedabad,0,211,2024,October,0,1,1,2,2,0,Groups,TA/TO,C,800,1600,Advance,3,Transient-Party,Canceled,1750,
No Meal,0, Iran  , Bangalore,0,211,2022,April,1,1,1,2,1,0,Groups,TA/TO,B,900,1800,Advance,3,Transient-Party,No-Show,1800,
No Meal,0, Spain  , Indore,1,211,2025,May,0,1,1,2,2,0,Groups,TA/TO,F,500,1000,Advance,1,Transient-Party,No-Show,1000,
Self Catering,200,USA  , Delhi,0,9,2024,July,0,0,0,0,2,0,Groups,Direct,C,800,0,Advance,4,Transient-Party,Check-Out,200,
Full Meal,300, Italy  , Kolkata,1,9,2025,April,1,1,0,1,2,0,Groups,Direct,C,800,800,Advance,4,Transient-Party,Canceled,1100,
Full Meal,300, Portugal  , Ahmedabad,1,9,2021,September,1,1,0,1,2,0,Groups,TA/TO,E,600,600,Non Refundable,3,Transient-Party,No-Show,900,
Bed & Breakfast,100,Europe, Bhopal,1,9,2021,July,1,1,0,1,2,0,Groups,TA/TO,F,500,500,Refundable,3,Transient-Party,Check-Out,600,
Bed & Breakfast,100, Norway  , Indore,1,9,2023,December,0,1,0,1,2,0,Groups,TA/TO,A,1000,1000,No Deposit ,3,Transient-Party,No-Show,1100,
Half Meal,150, Portugal  , Kolkata,1,9,2025,November,1,1,0,1,2,0,Groups,TA/TO,F,500,500,Non Refundable,3,Transient-Party,Canceled,650,
Full Meal,300,Europe, Pune,1,9,2022,October,1,1,0,1,2,0,Groups,TA/TO,F,500,500,Refundable,1,Transient-Party,Canceled,800,
Half Meal,150, Nepal  , Indore,1,9,2022,April,1,1,0,1,2,0,Groups,TA/TO,D,700,700,Refundable,4,Transient-Party,Check-Out,850,
No Meal,0, Norway  , Pune,1,9,2025,March,1,1,0,1,2,0,Groups,TA/TO,B,900,900,No Deposit ,1,Transient-Party,Canceled,900,
Half Meal,150, China  , Mumbai,1,9,2020,October,1,1,0,1,2,0,Groups,TA/TO,F,500,500,Advance,2,Transient-Party,Check-Out,650,
Bed & Breakfast,100, Norway  , Bhopal,1,9,2022,July,1,1,0,1,2,0,Groups,TA/TO,D,700,700,No Deposit ,2,Transient-Party,Check-Out,800,
Half Meal,150,Europe, Jaipur,1,9,2022,June,1,1,0,1,2,0,Groups,TA/TO,A,1000,1000,Refundable,2,Transient-Party,No-Show,1150,
Half Meal,150, China  , Bhopal,1,9,2023,October,0,1,0,1,2,0,Groups,TA/TO,A,1000,1000,Refundable,1,Transient-Party,Canceled,1150,
Bed & Breakfast,100, China  , Bhopal,1,9,2025,May,1,1,0,1,2,0,Groups,TA/TO,A,1000,1000,Non Refundable,1,Transient-Party,Canceled,1100,
Half Meal,150, China  , Indore,1,9,2023,March,1,1,0,1,2,0,Groups,TA/TO,E,600,600,Non Refundable,1,Transient-Party,Canceled,750,
No Meal,0, Spain  , Goa,1,9,2021,August,0,1,0,1,2,0,Groups,TA/TO,B,900,900,Non Refundable,1,Transient-Party,No-Show,900,
Full Meal,300, Portugal  , Pune,1,9,2022,December,1,1,0,1,2,0,Groups,TA/TO,A,1000,1000,Advance,2,Transient-Party,No-Show,1300,
Bed & Breakfast,100, Italy  , Kochi,1,9,2023,September,0,1,0,1,2,0,Groups,TA/TO,A,1000,1000,Refundable,2,Transient-Party,No-Show,1100,
No Meal,0, Spain  , Kochi,1,9,2022,June,0,1,0,1,2,0,Groups,Direct,C,800,800,No Deposit ,3,Transient-Party,No-Show,800,
Self Catering,200, Norway  , Pune,1,9,2025,November,0,1,0,1,2,0,Groups,TA/TO,B,900,900,No Deposit ,4,Transient-Party,No-Show,1100,
Full Meal,300, Portugal  , Goa,1,9,2021,December,1,1,0,1,2,0,Groups,TA/TO,E,600,600,Non Refundable,1,Transient-Party,Canceled,900,
Self Catering,200, Spain  , Bhopal,1,9,2024,September,1,1,0,1,2,0,Groups,TA/TO,D,700,700,No Deposit ,2,Transient-Party,No-Show,900,
Bed & Breakfast,100, China  , Delhi,1,9,2023,May,1,1,0,1,2,0,Groups,TA/TO,E,600,600,Non Refundable,4,Transient-Party,No-Show,700,
Bed & Breakfast,100, China  , Indore,1,9,2021,December,0,1,0,1,2,0,Groups,TA/TO,A,1000,1000,Advance,4,Transient-Party,Check-Out,1100,
Bed & Breakfast,100, Portugal  , Chennai,1,9,2023,March,1,1,0,1,2,0,Groups,TA/TO,E,600,600,No Deposit ,4,Transient-Party,Check-Out,700,
Full Meal,300, Portugal  , Indore,1,9,2024,August,0,1,0,1,2,0,Groups,TA/TO,D,700,700,Refundable,3,Transient-Party,Canceled,1000,
Full Meal,300, Italy  , Goa,1,9,2022,January,1,1,0,1,2,0,Groups,TA/TO,E,600,600,No Deposit ,1,Transient-Party,Check-Out,900,
Self Catering,200,Europe, Goa,1,9,2022,June,1,1,0,1,2,0,Groups,TA/TO,B,900,900,Refundable,2,Transient-Party,Check-Out,1100,
Bed & Breakfast,100,USA  , Goa,1,9,2023,October,1,1,0,1,2,0,Groups,TA/TO,F,500,500,Advance,1,Transient-Party,Canceled,600,
Self Catering,200, Iran  , Indore,1,9,2020,September,0,1,0,1,2,0,Groups,TA/TO,B,900,900,No Deposit ,3,Transient-Party,No-Show,1100,
Half Meal,150, Iran  , Kochi,1,137,2023,September,1,2,0,2,2,0,Online TA,TA/TO,A,1000,2000,No Deposit ,4,Transient,Canceled,2150,
Bed & Breakfast,100, China  , Bhopal,1,30,2022,February,0,2,1,3,2,0,Online TA,TA/TO,A,1000,3000,Advance,1,Transient,No-Show,3100,
Self Catering,200, Spain  , Lucknow,1,38,2025,July,1,2,5,7,3,1,Online TA,TA/TO,B,900,6300,Advance,4,Transient,No-Show,6500,
No Meal,0, Iran  , Goa,0,239,2025,July,0,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Advance,3,Transient,No-Show,3500,
No Meal,0, Norway  , Bhopal,1,117,2025,February,0,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,No Deposit ,2,Transient,Canceled,7000,
No Meal,0,Europe, Bhopal,1,117,2024,January,0,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Non Refundable,4,Contract,Check-Out,4200,
No Meal,0, China  , Pune,0,205,2023,May,0,4,6,10,1,0,Online TA,TA/TO,F,500,5000,Advance,2,Transient,Check-Out,5000,
Self Catering,200, Portugal  , Ahmedabad,0,208,2025,January,1,4,7,11,2,0,Offline TA/TO,TA/TO,A,1000,11000,Advance,1,Transient,No-Show,11200,
No Meal,0, Nepal  , Hyderabad,1,62,2024,June,0,1,0,1,1,0,Online TA,TA/TO,E,600,600,Refundable,3,Transient,No-Show,600,
Self Catering,200, Iran  , Kolkata,1,62,2020,February,0,1,0,1,2,0,Online TA,TA/TO,E,600,600,Advance,3,Transient,Canceled,800,
Bed & Breakfast,100, Norway  , Goa,1,65,2020,September,1,1,0,1,1,0,Online TA,TA/TO,B,900,900,Advance,3,Transient,No-Show,1000,
Half Meal,150, Norway  , Bangalore,1,0,2024,March,1,1,0,1,2,0,Direct,Corporate,F,500,500,No Deposit ,1,Transient,No-Show,650,
Half Meal,150, Spain  , Kochi,1,65,2021,February,0,1,0,1,2,0,Online TA,TA/TO,F,500,500,Advance,3,Transient,Canceled,650,
Half Meal,150, China  , Chennai,0,213,2023,July,0,1,1,2,2,0,Groups,TA/TO,C,800,1600,Advance,4,Transient-Party,No-Show,1750,
Self Catering,200, Spain  , Hyderabad,0,213,2022,December,0,1,1,2,2,0,Groups,TA/TO,A,1000,2000,No Deposit ,1,Transient-Party,Check-Out,2200,
Self Catering,200, Norway  , Pune,0,213,2023,August,1,1,1,2,2,0,Groups,TA/TO,F,500,1000,No Deposit ,2,Transient-Party,No-Show,1200,
Half Meal,150, Italy  , Lucknow,0,213,2021,October,1,1,1,2,1,0,Groups,TA/TO,E,600,1200,Non Refundable,4,Transient-Party,No-Show,1350,
Half Meal,150, Italy  , Kochi,0,213,2025,November,1,1,1,2,2,0,Groups,TA/TO,D,700,1400,No Deposit ,2,Transient-Party,Canceled,1550,
Bed & Breakfast,100,Europe, Pune,0,213,2023,December,0,1,1,2,2,0,Groups,TA/TO,F,500,1000,Advance,2,Transient-Party,Check-Out,1100,
Full Meal,300,Europe, Ahmedabad,0,213,2023,May,1,1,1,2,2,0,Groups,TA/TO,A,1000,2000,Refundable,3,Transient-Party,Canceled,2300,
Half Meal,150,Europe, Hyderabad,0,213,2021,August,1,1,1,2,1,0,Groups,TA/TO,C,800,1600,No Deposit ,3,Transient-Party,No-Show,1750,
Half Meal,150, China  , Chennai,1,213,2021,January,1,1,1,2,1,0,Groups,TA/TO,C,800,1600,No Deposit ,3,Transient-Party,No-Show,1750,
Bed & Breakfast,100, Nepal  , Chennai,0,213,2022,April,0,1,1,2,2,0,Groups,TA/TO,F,500,1000,Advance,2,Transient-Party,No-Show,1100,
Half Meal,150, Nepal  , Pune,0,213,2025,May,1,1,1,2,2,0,Groups,TA/TO,C,800,1600,Refundable,3,Transient-Party,Canceled,1750,
Self Catering,200, Nepal  , Hyderabad,0,213,2021,October,1,1,1,2,2,0,Groups,TA/TO,E,600,1200,Refundable,4,Transient-Party,Canceled,1400,
No Meal,0, Iran  , Bhopal,1,213,2020,July,1,1,1,2,2,0,Groups,TA/TO,F,500,1000,Non Refundable,2,Transient-Party,No-Show,1000,
No Meal,0, Spain  , Mumbai,1,213,2024,January,1,1,1,2,2,0,Groups,TA/TO,F,500,1000,Refundable,4,Transient-Party,No-Show,1000,
Self Catering,200, Portugal  , Pune,1,213,2020,July,0,1,1,2,2,0,Groups,TA/TO,E,600,1200,Advance,3,Transient-Party,Check-Out,1400,
Half Meal,150, Norway  , Chennai,0,213,2021,July,0,1,1,2,2,0,Groups,TA/TO,E,600,1200,No Deposit ,2,Transient-Party,No-Show,1350,
Full Meal,300, Nepal  , Indore,0,213,2024,July,0,1,1,2,2,0,Groups,TA/TO,F,500,1000,Refundable,2,Transient-Party,Check-Out,1300,
Bed & Breakfast,100,USA  , Jaipur,0,213,2023,September,1,1,1,2,2,0,Groups,TA/TO,F,500,1000,Advance,1,Transient-Party,Check-Out,1100,
Self Catering,200,USA  , Indore,1,213,2021,November,1,1,1,2,2,0,Groups,TA/TO,F,500,1000,Advance,1,Transient-Party,Check-Out,1200,
Half Meal,150, Italy  , Bangalore,1,213,2024,July,1,1,1,2,2,0,Groups,TA/TO,D,700,1400,Refundable,2,Transient-Party,Check-Out,1550,
No Meal,0,USA  , Bhopal,0,213,2020,June,1,1,1,2,2,0,Groups,TA/TO,B,900,1800,No Deposit ,3,Transient-Party,Check-Out,1800,
Full Meal,300, Portugal  , Jaipur,0,213,2024,January,0,1,1,2,2,0,Groups,TA/TO,E,600,1200,Advance,2,Transient-Party,Check-Out,1500,
Self Catering,200, Portugal  , Kochi,0,213,2021,March,1,1,1,2,2,0,Groups,TA/TO,E,600,1200,No Deposit ,3,Transient-Party,No-Show,1400,
Bed & Breakfast,100,USA  , Bhopal,0,213,2020,January,0,1,1,2,1,0,Groups,TA/TO,D,700,1400,Refundable,3,Transient-Party,No-Show,1500,
Self Catering,200, China  , Ahmedabad,1,213,2024,August,0,1,1,2,2,0,Groups,TA/TO,D,700,1400,Refundable,2,Transient-Party,Canceled,1600,
Full Meal,300, Norway  , Chandigarh,1,213,2022,May,1,1,1,2,2,0,Groups,TA/TO,A,1000,2000,No Deposit ,3,Transient-Party,Check-Out,2300,
Bed & Breakfast,100, Italy  , Chandigarh,0,213,2025,July,1,1,1,2,2,0,Groups,TA/TO,D,700,1400,Refundable,2,Transient-Party,Check-Out,1500,
Full Meal,300, Spain  , Kochi,0,213,2021,April,0,1,1,2,2,0,Groups,TA/TO,F,500,1000,Non Refundable,3,Transient-Party,Check-Out,1300,
Bed & Breakfast,100, Norway  , Bhopal,0,213,2020,June,0,1,1,2,1,0,Groups,TA/TO,B,900,1800,Refundable,1,Transient-Party,Canceled,1900,
Bed & Breakfast,100, Italy  , Jaipur,0,213,2025,June,0,1,1,2,1,0,Groups,TA/TO,B,900,1800,Advance,4,Transient-Party,Check-Out,1900,
Bed & Breakfast,100, Spain  , Chennai,0,213,2024,December,0,1,1,2,1,0,Groups,TA/TO,A,1000,2000,Advance,1,Transient-Party,Canceled,2100,
No Meal,0, Norway  , Chennai,0,213,2022,November,1,1,1,2,2,0,Groups,TA/TO,C,800,1600,Refundable,2,Transient,Check-Out,1600,
No Meal,0, Iran  , Chandigarh,0,213,2022,May,1,1,1,2,2,0,Groups,TA/TO,E,600,1200,No Deposit ,4,Transient-Party,Canceled,1200,
No Meal,0,USA  , Goa,0,213,2022,July,0,1,1,2,2,0,Groups,TA/TO,C,800,1600,Non Refundable,4,Transient-Party,No-Show,1600,
Half Meal,150, Italy  , Goa,0,213,2025,November,0,1,1,2,1,0,Groups,TA/TO,C,800,1600,Advance,1,Transient-Party,Canceled,1750,
Half Meal,150, Spain  , Kolkata,1,213,2020,April,0,1,1,2,2,0,Groups,TA/TO,B,900,1800,Refundable,2,Transient-Party,Canceled,1950,
Bed & Breakfast,100, China  , Goa,1,213,2020,January,1,1,1,2,2,0,Groups,TA/TO,F,500,1000,Refundable,3,Transient-Party,No-Show,1100,
Full Meal,300,USA  , Chandigarh,0,213,2020,July,1,1,1,2,2,0,Groups,TA/TO,A,1000,2000,No Deposit ,4,Transient-Party,Canceled,2300,
Self Catering,200, Portugal  , Mumbai,0,213,2024,March,0,1,1,2,2,0,Groups,TA/TO,A,1000,2000,No Deposit ,2,Transient-Party,No-Show,2200,
Full Meal,300, China  , Hyderabad,0,213,2024,December,1,1,1,2,2,0,Groups,TA/TO,A,1000,2000,Non Refundable,1,Transient-Party,No-Show,2300,
No Meal,0, Italy  , Pune,1,213,2023,June,0,1,1,2,2,0,Groups,TA/TO,D,700,1400,No Deposit ,1,Transient-Party,Check-Out,1400,
Half Meal,150, Spain  , Bangalore,1,213,2020,March,1,1,1,2,2,0,Groups,TA/TO,E,600,1200,Non Refundable,1,Transient-Party,No-Show,1350,
Half Meal,150,Europe, Hyderabad,0,201,2024,April,0,1,5,6,2,0,Offline TA/TO,TA/TO,B,900,5400,No Deposit ,1,Transient,No-Show,5550,
No Meal,0, Iran  , Indore,1,95,2022,September,0,1,5,6,2,0,Online TA,TA/TO,E,600,3600,Non Refundable,1,Transient,No-Show,3600,
Full Meal,300,USA  , Hyderabad,1,39,2020,March,1,1,5,6,2,0,Online TA,TA/TO,D,700,4200,No Deposit ,1,Transient,No-Show,4500,
Bed & Breakfast,100, Norway  , Bangalore,1,95,2022,April,0,1,5,6,2,0,Online TA,TA/TO,B,900,5400,No Deposit ,2,Transient,No-Show,5500,
Self Catering,200, Portugal  , Indore,0,201,2020,August,1,1,5,6,2,0,Offline TA/TO,TA/TO,E,600,3600,Refundable,2,Transient,No-Show,3800,
Self Catering,200,Europe, Kolkata,1,263,2025,August,1,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,Non Refundable,4,Transient,Canceled,7200,
Self Catering,200,Europe, Hyderabad,0,189,2021,July,1,2,5,7,1,0,Offline TA/TO,TA/TO,B,900,6300,Advance,2,Transient-Party,Canceled,6500,
Self Catering,200, Nepal  , Pune,1,28,2022,December,0,3,6,9,3,1,Online TA,TA/TO,C,800,7200,No Deposit ,3,Transient,Canceled,7400,
No Meal,0,Europe, Chennai,0,265,2021,September,0,3,7,10,2,0,Offline TA/TO,TA/TO,B,900,9000,Advance,4,Contract,Check-Out,9000,
Full Meal,300, China  , Ahmedabad,1,250,2024,August,0,3,7,10,2,0,Online TA,TA/TO,E,600,6000,Advance,1,Transient,Canceled,6300,
Full Meal,300, Spain  , Chennai,1,215,2023,December,0,3,7,10,2,0,Online TA,TA/TO,E,600,6000,Refundable,1,Transient,No-Show,6300,
No Meal,0, Iran  , Mumbai,0,215,2025,May,1,3,7,10,2,0,Offline TA/TO,TA/TO,E,600,6000,Advance,4,Transient,Canceled,6000,
Bed & Breakfast,100, Italy  , Hyderabad,0,265,2025,October,1,3,7,10,2,0,Offline TA/TO,TA/TO,F,500,5000,Non Refundable,2,Contract,No-Show,5100,
No Meal,0,USA  , Chennai,1,5,2020,September,1,3,7,10,2,0,Corporate,Corporate,C,800,8000,No Deposit ,3,Transient,No-Show,8000,
Bed & Breakfast,100, Nepal  , Mumbai,0,201,2021,August,1,3,8,11,2,0,Online TA,TA/TO,F,500,5500,Refundable,2,Transient-Party,Canceled,5600,
Half Meal,150,Europe, Kolkata,0,189,2025,March,1,3,8,11,2,0,Online TA,TA/TO,C,800,8800,Advance,1,Transient-Party,Canceled,8950,
Full Meal,300, Italy  , Lucknow,0,201,2024,November,1,3,8,11,2,0,Online TA,TA/TO,F,500,5500,Advance,2,Transient-Party,Check-Out,5800,
Bed & Breakfast,100, Portugal  , Chandigarh,0,201,2025,October,0,3,8,11,2,0,Online TA,TA/TO,C,800,8800,Refundable,1,Transient,Check-Out,8900,
No Meal,0, China  , Delhi,0,201,2025,August,0,3,8,11,2,0,Online TA,TA/TO,F,500,5500,Refundable,4,Transient-Party,Canceled,5500,
Full Meal,300, China  , Bangalore,0,196,2022,January,1,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,No Deposit ,4,Transient,Canceled,5200,
Bed & Breakfast,100, Portugal  , Chennai,1,151,2024,August,0,0,4,4,2,0,Groups,TA/TO,C,800,3200,Advance,3,Transient,Canceled,3300,
Half Meal,150, China  , Jaipur,1,151,2023,February,0,0,4,4,2,0,Groups,TA/TO,F,500,2000,No Deposit ,1,Transient,Canceled,2150,
Bed & Breakfast,100, Spain  , Kochi,1,151,2024,May,1,0,4,4,2,0,Groups,TA/TO,C,800,3200,Advance,4,Transient,No-Show,3300,
No Meal,0, China  , Mumbai,1,151,2023,November,1,0,4,4,2,0,Groups,TA/TO,C,800,3200,Non Refundable,4,Transient,Canceled,3200,
Self Catering,200, Portugal  , Jaipur,1,151,2020,January,1,0,4,4,2,0,Groups,TA/TO,E,600,2400,No Deposit ,1,Transient,Canceled,2600,
Full Meal,300, Spain  , Chandigarh,1,151,2022,March,0,0,4,4,2,0,Groups,TA/TO,A,1000,4000,No Deposit ,3,Transient,Check-Out,4300,
No Meal,0, Iran  , Delhi,1,151,2020,October,1,0,4,4,2,0,Groups,TA/TO,E,600,2400,Advance,4,Transient,Check-Out,2400,
Bed & Breakfast,100, Nepal  , Kochi,1,151,2021,August,0,0,4,4,2,0,Groups,TA/TO,B,900,3600,Non Refundable,4,Transient,Canceled,3700,
Self Catering,200, Nepal  , Indore,1,151,2020,November,0,0,4,4,2,0,Groups,TA/TO,B,900,3600,Refundable,3,Transient,Canceled,3800,
No Meal,0, China  , Goa,1,151,2025,September,1,0,4,4,2,0,Groups,TA/TO,E,600,2400,No Deposit ,1,Transient,No-Show,2400,
Half Meal,150,USA  , Lucknow,1,40,2021,December,0,0,5,5,2,0,Online TA,TA/TO,C,800,4000,No Deposit ,4,Transient,Check-Out,4150,
Half Meal,150, Portugal  , Kochi,0,253,2024,December,1,2,5,7,2,0,Offline TA/TO,TA/TO,F,500,3500,Refundable,2,Transient,Check-Out,3650,
Bed & Breakfast,100, Portugal  , Lucknow,0,224,2020,September,0,2,5,7,2,0,Offline TA/TO,TA/TO,C,800,5600,Refundable,1,Contract,Check-Out,5700,
No Meal,0, Iran  , Indore,0,224,2023,February,1,2,5,7,2,0,Offline TA/TO,TA/TO,E,600,4200,Refundable,1,Contract,Canceled,4200,
No Meal,0,Europe, Hyderabad,1,132,2023,November,1,2,5,7,2,0,Online TA,TA/TO,A,1000,7000,No Deposit ,3,Transient,Canceled,7000,
Bed & Breakfast,100, Portugal  , Kochi,1,143,2021,July,0,2,5,7,2,0,Online TA,TA/TO,D,700,4900,Advance,1,Transient,No-Show,5000,
Self Catering,200, Italy  , Chennai,1,199,2020,July,1,2,5,7,2,0,Online TA,TA/TO,D,700,4900,Refundable,2,Transient,No-Show,5100,
Half Meal,150,Europe, Kochi,1,132,2021,April,1,2,5,7,2,0,Online TA,TA/TO,D,700,4900,No Deposit ,4,Transient,Check-Out,5050,
Full Meal,300, Portugal  , Delhi,0,139,2020,July,1,2,6,8,2,0,Offline TA/TO,TA/TO,E,600,4800,Advance,1,Transient,No-Show,5100,
Bed & Breakfast,100, Portugal  , Hyderabad,0,239,2023,September,0,2,8,10,2,0,Offline TA/TO,TA/TO,A,1000,10000,Advance,2,Transient,Canceled,10100,
No Meal,0, Portugal  , Hyderabad,1,0,2020,September,0,0,1,1,1,0,Direct,Direct,C,800,800,Advance,4,Transient,No-Show,800,
No Meal,0, Iran  , Chennai,1,40,2024,July,0,0,2,2,1,0,Groups,Corporate,D,700,1400,No Deposit ,4,Transient,Check-Out,1400,
Bed & Breakfast,100, Italy  , Jaipur,1,40,2025,November,1,0,2,2,1,0,Groups,Corporate,F,500,1000,No Deposit ,2,Transient,No-Show,1100,
No Meal,0, China  , Chennai,1,37,2020,November,1,2,4,6,2,0,Online TA,TA/TO,D,700,4200,No Deposit ,4,Transient,Check-Out,4200,
No Meal,0, Nepal  , Chennai,0,191,2024,March,0,2,5,7,2,0,Online TA,TA/TO,C,800,5600,Refundable,2,Transient,Canceled,5600,
Self Catering,200,Europe, Pune,1,76,2025,September,0,2,5,7,2,0,Online TA,TA/TO,B,900,6300,Advance,1,Transient,Check-Out,6500,
Bed & Breakfast,100, Iran  , Chennai,1,124,2025,February,0,2,5,7,2,0,Online TA,TA/TO,C,800,5600,No Deposit ,4,Transient,Check-Out,5700,
Self Catering,200,USA  , Delhi,1,124,2021,January,1,2,5,7,2,0,Online TA,TA/TO,F,500,3500,Non Refundable,1,Transient,No-Show,3700,
Full Meal,300, Nepal  , Chandigarh,1,40,2025,March,1,0,2,2,1,0,Groups,Corporate,C,800,1600,Advance,4,Transient,No-Show,1900,
Bed & Breakfast,100, Nepal  , Bhopal,1,40,2021,August,0,0,2,2,1,0,Groups,Corporate,B,900,1800,Refundable,1,Transient,No-Show,1900,
Full Meal,300,USA  , Ahmedabad,1,40,2022,August,0,0,2,2,1,0,Groups,Corporate,E,600,1200,Non Refundable,3,Transient,Canceled,1500,
Self Catering,200,USA  , Jaipur,1,40,2025,November,0,0,2,2,1,0,Groups,Corporate,B,900,1800,Non Refundable,2,Transient,Check-Out,2000,
Self Catering,200, Portugal  , Pune,1,40,2021,May,1,0,2,2,1,0,Groups,Corporate,A,1000,2000,Non Refundable,3,Transient,No-Show,2200,
Half Meal,150, Iran  , Ahmedabad,1,40,2025,June,1,0,2,2,1,0,Groups,Corporate,F,500,1000,Refundable,1,Transient,No-Show,1150,
Bed & Breakfast,100,Europe, Kochi,1,40,2023,July,0,0,2,2,1,0,Groups,Corporate,A,1000,2000,Refundable,3,Transient,Canceled,2100,
Full Meal,300, Italy  , Lucknow,1,40,2022,February,1,0,2,2,1,0,Groups,Corporate,C,800,1600,Refundable,2,Transient,Canceled,1900,
Half Meal,150,Europe, Chandigarh,1,40,2022,June,1,0,2,2,1,0,Groups,Corporate,E,600,1200,Non Refundable,3,Transient,Canceled,1350,
Half Meal,150, Spain  , Lucknow,1,40,2020,January,0,0,2,2,1,0,Groups,Corporate,D,700,1400,Advance,3,Transient,No-Show,1550,
Self Catering,200, Spain  , Chandigarh,1,40,2024,October,1,0,2,2,1,0,Groups,Corporate,B,900,1800,No Deposit ,4,Transient,No-Show,2000,
Self Catering,200, Spain  , Goa,1,40,2021,September,0,0,2,2,1,0,Groups,Corporate,B,900,1800,Advance,1,Transient,No-Show,2000,
Bed & Breakfast,100, Iran  , Hyderabad,1,40,2021,November,0,0,2,2,1,0,Groups,Corporate,B,900,1800,Advance,2,Transient,Check-Out,1900,
Bed & Breakfast,100, China  , Mumbai,1,40,2024,November,1,0,2,2,1,0,Groups,Corporate,F,500,1000,Advance,4,Transient,Canceled,1100,
No Meal,0, Portugal  , Kolkata,1,92,2025,January,1,0,2,2,2,0,Direct,Direct,A,1000,2000,Refundable,2,Transient,Canceled,2000,
Bed & Breakfast,100,Europe, Chandigarh,1,40,2024,August,1,0,2,2,1,0,Groups,Corporate,E,600,1200,Refundable,4,Transient,Canceled,1300,
Half Meal,150, Portugal  , Hyderabad,1,40,2023,March,0,0,2,2,1,0,Groups,Corporate,D,700,1400,Refundable,2,Transient,Check-Out,1550,
Half Meal,150,Europe, Bhopal,1,40,2024,August,0,0,2,2,1,0,Groups,Corporate,B,900,1800,Non Refundable,3,Transient,No-Show,1950,
Self Catering,200, Iran  , Mumbai,1,8,2021,July,1,0,2,2,2,0,Direct,Direct,A,1000,2000,No Deposit ,3,Transient,Check-Out,2200,
Full Meal,300, Nepal  , Chandigarh,1,40,2024,July,0,0,2,2,1,0,Groups,Corporate,E,600,1200,Advance,2,Transient,Check-Out,1500,
Bed & Breakfast,100, Nepal  , Ahmedabad,1,40,2021,December,0,0,2,2,1,0,Groups,Corporate,F,500,1000,Non Refundable,4,Transient,Canceled,1100,
Half Meal,150,Europe, Indore,1,144,2023,October,0,4,9,13,2,0,Online TA,TA/TO,A,1000,13000,Non Refundable,3,Transient,No-Show,13150,
No Meal,0, Nepal  , Indore,1,41,2025,July,1,0,1,1,2,0,Online TA,TA/TO,C,800,800,No Deposit ,2,Transient,Canceled,800,
Bed & Breakfast,100, Italy  , Kolkata,1,0,2021,December,0,0,1,1,2,0,Direct,Direct,C,800,800,Advance,3,Transient,Check-Out,900,
Full Meal,300, Italy  , Lucknow,0,3,2023,March,1,0,2,2,2,0,Complementary,TA/TO,A,1000,2000,Advance,1,Transient,Check-Out,2300,
Full Meal,300, Italy  , Lucknow,1,80,2020,August,1,1,3,4,2,0,Online TA,TA/TO,E,600,2400,Advance,4,Transient,No-Show,2700,
No Meal,0,USA  , Bhopal,1,124,2023,May,0,2,3,5,2,0,Online TA,TA/TO,E,600,3000,No Deposit ,4,Transient,No-Show,3000,
Half Meal,150,USA  , Kolkata,0,304,2022,September,1,2,5,7,2,0,Offline TA/TO,TA/TO,D,700,4900,Non Refundable,4,Contract,Check-Out,5050,
Self Catering,200, Iran  , Bangalore,1,87,2024,May,0,2,5,7,1,0,Online TA,TA/TO,A,1000,7000,No Deposit ,2,Transient,Canceled,7200,
